English,Polish
inspection,kontrola
nursing,Pielęgniarstwo
jared,Jared
poop,kupa
cardinal,kardynał
altar,ołtarz
herman,Herman
carlo,Carlo
tourist,turysta
conviction,przekonanie
jelly,galareta
thrill,dreszczyk
lounge,salonik
cha,Cha
zip,zamek błyskawiczny
hogan,Hogan
dimension,wymiar
choke,dusić
backing,poparcie
pains,trud
bodyguard,ochroniarz
rug,dywan
jaw,szczęka
ants,mrówki
popcorn,prażona kukurydza
courtroom,sala sądowa
reynolds,Reynolds
pointless,bezcelowy
documentary,film dokumentalny
donor,dawca
mortgage,hipoteka
tunnels,tunele
enforcement,egzekwowanie
demanding,wymagający
cocks,koguty
eliminated,wyłączony
agh,Agh
rapidly,szybko
refer,wspominać
shipment,wysyłka
tasted,smakował
fails,niepowodzenie
michel,Michel
rushed,pochopny
ordering,zamawianie
efficient,wydajny
outrageous,skandaliczny
gracious,łaskawy
slaughter,ubój
marijuana,marihuana
monroe,Monroe
pipes,Rury
backed,Wspierany
vest,kamizelka
approached,zbliżył się
mechanic,mechanik
mumbai,Bombaj
arizona,Arizona
legendary,legendarny
delayed,opóźniony
resolve,rozstrzygać
relation,relacja
amelia,Amelia
mechanical,mechaniczny
fare,opłata
karma,Karma
jefferson,Jefferson
chorus,chór
nana,Nana
extend,rozszerzyć
info,informacje
saddle,siodło
pretended,fałszywy
equals,równa się
motherfuckers,skurwysyny
artificial,sztuczny
accomplish,osiągać
burial,pogrzeb
lynn,Lynn
detention,pozbawienie wolności
vow,przysięga
bake,upiec
breakdown,załamanie
dvd,płyta DVD
delhi,Delhi
selected,wybrany
lightly,lekko
em,em
dealers,dealerzy
e.,mi.
layer,warstwa
gown,suknia
courtney,Courtney
incoming,przychodzące
reid,Reid
countryside,wieś
cheaper,taniej
smelled,pachniał
devon,Devon
ducks,kaczki
lethal,śmiertelny
swan,łabędź
attending,uczęszczanie
moonlight,światło księżyca
ropes,liny
dispatch,załatwić
notebook,zeszyt
punched,uderzony
identification,identyfikacja
contracts,kontrakty
scattered,rozsiany
trusting,ufny
susie,Susie
prayed,modliłem się
volunteers,Wolontariusze
remembering,Pamiętając
adopt,przyjąć
calvin,Calvin
worms,robaki
consideration,namysł
bandits,bandyci
moses,Mojżesz
zombies,Zombie
lionel,Lionel
non,nie
transplant,przeszczep
crackling,skwarek
loneliness,samotność
frasier,Frasier
epic,epicki
gladly,ochoczo
marcel,Marcel
mon,mon
frost,mróz
registration,rejestracja
prophet,prorok
launched,wystrzelony
constitution,konstytucja
roland,Roland
claude,Claude
sock,skarpetka
dragons,smoki
buyer,kupujący
regulations,przepisy prawne
mimi,Mimi
volcano,wulkan
accomplice,wspólnik
bounty,hojność
hotels,hotele
favors,przysługę
opinions,Opinie
pressed,prasowany
asylum,przytułek
blunt,tępy
duel,pojedynek
niles,Niles
consult,konsultować
nevertheless,niemniej jednak
carnival,karnawał
au,au
baba,Baba
hah,hah
paths,ścieżki
rides,przejażdżki
tray,taca
cynthia,Cynthia
te,te
handcuffs,kajdany
shannon,Shannon
barrier,bariera
supposedly,podobno
faggot,pęk
hunch,przeczucie
disposal,sprzedaż
yacht,jacht
stain,plama
thoughtful,przemyślany
healed,uzdrowiono
thinkin,Thinkin
syndrome,zespół
hairy,włochaty
kansas,Kansas
happiest,Najszczęśliwszy
entertain,bawić się
y-you,T-you
ambush,zasadzka
recommended,Zalecana
childish,dziecinny
meter,metr
gilbert,Gilbert
lease,wynajem
climbed,wspinał się
nadia,Nadia
unstable,nietrwały
exploded,eksplodował
apollo,Apollo
rogers,Rogers
politician,polityk
rs,Rs
awaits,czeka
abraham,Abraham
evelyn,Evelyn
particles,cząsteczki
violation,naruszenie
lined,prążkowany
amazed,zdziwiony
lure,wabik
lyrics,tekst piosenki
pod,strąk
fran,Fran
universal,uniwersalny
d.c.,D.C.
hulk,ponton
drunken,pijany
hyah,Hyah
continuing,kontynuowanie
goals,cele
warming,ogrzewanie
dc,DC
chemicals,chemikalia
owl,sowa
xena,Xena
compromised,zagrożony
grounded,uziemiony
cane,trzcinowy
avenge,pomścić
dexter,Dexter
phantom,Fantom
notion,pojęcie
directors,Dyrektorzy
tease,podjudzać
forensic,kryminalistycznych
doe,łania
outcome,wynik
slam,zatrzasnąć
shattered,rozbity
cheque,sprawdzać
baked,pieczony
sought,poszukiwany
racket,rakieta
hammond,Hammond
rider,jeździec
exotic,egzotyczny
cory,Cory
extent,zakres
eighth,ósma
stack,stos
wheat,pszenica
shipping,wysyłka
satisfy,usatysfakcjonować
kara,Kara
departure,wyjazd
finch,zięba
blocking,bloking
regiment,pułk
kin,krewny
klaus,Klaus
surf,surfować
kilometers,kilometry
rises,wznosi się
frighten,przestraszyć
abused,wykorzystywany
gerald,Gerald
colours,zabarwienie
hath,Hath
marvin,Marvin
texts,SMS -y
spaghetti,Spaghetti
chester,Chester
bosses,Szefowie
elephants,słonie
snarling,warknięcie
contained,zawarty
laurie,Laurie
arab,Arab
bumped,uderzył
chili,czerwony pieprz
yah,Tak
sustained,trwały
abducted,uprowadzony
panicked,spanikowany
shallow,płytki
diving,nurkowanie
artie,Artie
harriet,Harriet
generator,generator
federation,federacja
mulder,Mulder
arresting,areszt
techniques,techniki
feather,pióro
printed,wydrukowane
untie,rozwiązać
jupiter,Jowisz
hay,siano
stalking,myślistwo
conrad,Conrad
phony,fałszywy
brett,Brett
whack,walnięcie
scored,zdobyty
continent,kontynent
articles,artykuły
oxford,Oxford
z,z
organize,zorganizować
sensors,czujniki
shanghai,Szanghaj
wh,Wh
sniper,snajper
noisy,hałaśliwy
framed,oprawiony
horizon,horyzont
twilight,zmierzch
reflection,odbicie
masks,maski
godfather,ojciec chrzestny
merchant,kupiec
wages,wynagrodzenie
robe,szata
waist,talia
stinking,śmierdzący
disappointment,rozczarowanie
venture,przedsięwzięcie
voyage,rejs
curry,curry
ominous,złowieszczy
sunlight,światło słoneczne
oui,oui
overseas,za granicą
casualties,ofiary wypadku
aaah,aaah
mattress,materac
grill,grill
marketing,marketing
accepting,akceptacja
occupation,zawód
deadline,termin ostateczny
freed,uwolniony
exhibit,eksponować
poems,Wiersze
echoing,echo
shin,piszczel
compliments,gratulacje
til,Til
define,definiować
urine,mocz
foreman,majster
facial,twarzowy
p.a.,rocznie.
combined,łączny
brody,Brody
probation,staż
reject,odrzucić
catches,połów
dances,tańce
gemma,pączek
pinch,szczypta
ingredients,składniki
ra,Ra
hurricane,huragan
chatting,rozmowa
mini,Mini
heel,obcas
adding,dodanie
bandit,bandyta
destined,przeznaczone
limo,limuzyna
spa,spa
graves,groby
turkish,turecki
listed,katalogowany
corpses,zwłoki
matty,Matty
evacuate,ewakuuję
publish,publikować
judith,Judith
banned,Zakazany
snaps,Snaps
cheeks,Policzki
predict,przewidywać
ohio,Ohio
holland,Holandia
confront,konfrontować
utterly,całkowicie
pals,kumple
pilots,piloci
umm,Umm
jonah,Jonasz
ironic,ironiczny
improved,ulepszony
popping,Popping
mills,Młyny
farther,dalej
delivering,dostarczanie
skipper,szyper
flattered,Pochlebiony
coconut,orzech kokosowy
acknowledge,uznawać
shuts,zamyka się
sweden,Szwecja
hooray,Brawo
sip,łyk
blessings,Błogosławieństwa
grocery,sklep spożywczy
terminal,terminal
parks,parki
meaningless,bez znaczenia
awards,nagrody
fade,znikać
hiring,wynajmowanie
burton,Burton
fees,opłaty
wretched,nędzny
krishna,Kryszna
thoroughly,dokładnie
exhibition,wystawa
spends,wydaje
denver,Denver
80s,80s
winners,Zwycięzcy
doris,Doris
luther,Luter
disappearance,zanik
madrid,Madryt
supported,utrzymany
advised,rozmyślny
regina,Regina
supermarket,supermarket
hereby,niniejszym
pier,molo
shorter,krótszy
betrayal,zdrada
philadelphia,Filadelfia
christians,chrześcijanie
psychology,psychologia
danielle,Danielle
trent,Trent
keeper,opiekun
detroit,Detroit
canadian,kanadyjski
su,Su
associates,współpracownicy
gerry,Gerry
restless,niespokojny
collector,kolektor
marvellous,cudowny
physician,Lekarz
exposure,narażenie
grudge,uraza
lid,pokrywa
followers,Obserwujący
glow,blask
submarine,Łódź podwodna
towns,Miasta
pawn,pionek
edith,Edith
includes,Obejmuje
lu,lu
proposition,propozycja
joker,żartowniś
spilled,rozlane
opposition,sprzeciw
jang,Jang
haley,Haley
hose,wąż gumowy
partnership,Współpraca
usa,USA
timmy,Timmy
breathes,Oddychają
whoops,Ups
astronaut,astronauta
porch,ganek
leonardo,Leonardo
responding,Odpowiadanie
wishing,życzenie
boil,gotować
kneel,klęczeć
tammy,Tammy
clumsy,niezdarny
rapid,szybki
xiao,Xiao
stevens,Stevens
invested,zainwestowany
janice,Janice
roller,wałek
thai,tajski
justify,uzasadniać
garlic,czosnek
yelled,krzyknął
simone,Simone
ammunition,amunicja
sushi,Sushi
shaft,wał
definition,definicja
gardens,ogród botaniczny
chandler,kupiec
ne,ne
notify,notyfikować
brady,Brady
beasts,Bestie
setup,organizować coś
greed,chciwość
dared,odważne
unlucky,nieszczęśliwy
classroom,klasa
treaty,traktat
hike,wycieczka
dagger,sztylet
spine,kręgosłup
detect,wykryć
chow,chow
des,des
teenagers,nastolatki
handwriting,pismo odręczne
mock,kpina
challenging,wyzywający
salon,salon
virtue,cnota
lawsuit,pozew sądowy
shelly,Shelly
clap,klaskać
mustache,wąsy
offence,wykroczenie
med,Med
sultan,sułtan
attraction,atrakcja
franco,Franco
courts,sądy
fortress,twierdza
café,kawiarnia
peel,obierać
petrol,benzyna
disappears,znika
asset,zaleta
warp,osnowa
workshop,warsztat
traps,majdan
jeannie,Jeannie
appreciated,Doceniane
condemned,skazany
garrett,Garrett
muttering,mamroczący
shook,Shoul
naval,morski
egyptian,Egipcjanin
expand,zwiększać
sunrise,wschód słońca
swine,wieprz
jingle,brzęk
lordship,panowanie
peach,brzoskwinia
filmed,Nakręcony
pakistan,Pakistan
oughta,Powinie
selection,wybór
squeaking,pisk
condom,prezerwatywa
sadie,Sadie
barbie,lalka Barbie
alongside,wzdłuż
risking,Ryzykowanie
democratic,demokratyczny
nerd,Nerd
dancers,tancerze
crook,oszust
mack,Mack
grasp,chwyt
translate,Tłumaczyć
behaving,zachowanie
humiliating,poniżający
quarrel,kłócić się
lively,pełen życia
fury,Furia
policemen,policjanci
sensei,sensei
elders,Starsi
battlefield,pole bitwy
sticky,lepki
glen,dolina górska
liu,Liu
primitive,prymitywny
reign,królować
eugene,Eugene
stash,chować na potem
evolved,ewoluował
shifts,zmiany
unlock,odblokować
devices,urządzenia
peculiar,osobliwy
talents,talenty
anita,Anita
foreigners,cudzoziemcy
snacks,przekąski
mint,Mennica
pissing,sikanie
fuse,bezpiecznik
manuel,Manuel
towers,Wieże
freezer,zamrażarka
inheritance,dziedzictwo
villages,wioski
beckett,Beckett
jewel,klejnot
bollocks,Bollocks
shells,pociski
swept,zmieciony
recognition,uznanie
shovel,łopata
artistic,artystyczny
qualities,cechy
ferry,prom
darren,Darren
misunderstood,niezrozumiany
portal,portal
atomic,atomowy
javier,Javier
ava,Ava
claiming,roszczenie
examined,badany
defensive,obronny
kenneth,Kenneth
kat,Kat
sensation,uczucie
ahhh,Ahhh
5th,5.
increasing,wzrastający
fugitive,zbieg
urban,miejski
visions,wizje
bathing,kąpielowy
gregory,Gregory
delight,rozkosz
iot,IoT
genes,geny
boundaries,granice
caution,ostrożność
ellis,Ellis
strangled,uduszenie
thorough,dokładny
ike,Ike
bites,ukąszenia
nude,nagi
tidy,czysty
patricia,Patrycja
tate,Tate
obligation,obowiązek
ari,Ari
clearance,luz
reserved,skryty
nasa,NASA
spock,Spock
marion,Marion
this-,Ten-
reflect,odbijać
jammed,Zagłuszony
sleeve,rękaw
classy,z klasą
fag,papieros
angelo,Angelo
bradley,Bradley
bananas,banany
ex-husband,były mąż
saints,Święci
longest,najdłużej
confirmation,potwierdzenie
mushrooms,grzyby
cyrus,Cyrus
toni,Toni
p.,P.
finals,egzaminy końcowe
millionaire,milioner
adoption,przyjęcie
wired,przewodowe
comet,kometa
handing,ręka
cheerful,wesoły
deb,Deb
acceptable,do przyjęcia
realistic,realistyczny
waits,czeka
sufficient,wystarczający
cosmic,kosmiczny
nolan,Nolan
gabe,Gabe
intellectual,intelektualny
we,My
vomit,wymiociny
warmth,ciepło
magnum,Magnum
associated,powiązany
alas,Niestety
engineers,inżynierowie
offend,obrazić
overwhelming,przytłaczający
sherry,sherry
inherited,dziedziczny
antoine,Antoine
whooping,Krztusący
scars,blizny
sheldon,Sheldon
purposes,cele
robbing,rabowanie
refrigerator,lodówka
instructor,instruktor
darrin,Darrin
moms,mamy
overtime,nadgodziny
percy,Percy
laurel,laur
females,kobiety
sacrifices,ofiary
representing,reprezentujący
drift,dryf
ruthless,bezwzględny
a,A
po,PO
arguments,argumenty
crappy,Chorych
musicians,muzycy
sidney,Sidney
depressing,przygnębiający
lasts,trwa
doom,los
milo,Milo
cant,żargon
backpack,plecak
aisle,nawa
insulting,obraźliwy
edition,wydanie
losses,straty
sh,cii
preacher,kaznodzieja
schmidt,Schmidt
swinging,wahadłowy
managing,zarządzający
sinking,tonący
lacey,Lacey
casting,odlew
trials,próby
demonstrate,wykazać
diseases,choroby
beggar,żebrak
amounts,kwoty
traced,Ścigany
raven,kruk
activate,Aktywuj
slapped,uderzyło
heroic,heroiczny
roar,ryk
queer,queer
uk,Wielka Brytania
matching,dopasowanie
trump,atut
resignation,rezygnacja
newton,niuton
sincerely,z poważaniem
stacy,Stacy
saul,Saul
madman,szaleniec
jenkins,Jenkins
poke,szturchać
spicy,pikantny
swap,zamieniać
programs,programy
sheer,zwykły
spaceship,statek kosmiczny
schultz,Schultz
blink,migać
steer,sterować
males,mężczyźni
injection,zastrzyk
know-,wiedzieć-
ant,Mrówka
reform,reforma
mother-in-law,teściowa
properties,nieruchomości
virtually,wirtualnie
camps,obozy
tapping,stukający
tequila,Tequila
inquiry,zapytanie
fainted,zemdlał
formation,tworzenie
shields,Tarcze
escaping,Uciekanie
unemployed,bezrobotni
murdering,morderstwo
interviewed,Przeprowadzono wywiad
striking,uderzający
vows,śluby
donovan,Donovan
antique,antyczny
il,il
sherlock,Sherlock
puke,rzygać
hysterical,histeryczny
taller,Wyższe
employment,zatrudnienie
thats,jest to
agrees,zgadza się
dodge,unik
unite,zjednoczyć
mumbling,mamroczący
rabbits,króliki
repeating,powtórzenie
mule,muł
locals,miejscowi
v.,v.
neighbourhood,sąsiedztwo
hayes,Hayes
bats,Nietoperze
beliefs,wierzenia
spared,oszczędzone
vegetable,warzywo
ch00ffff,CH00FFFF
liv,Liv
bunker,bunkier
channels,kanały
phenomenon,zjawisko
hips,biodra
grayson,Grayson
expelled,Wyrzucony
camille,Camille
languages,Języki
iv,iv
premises,lokal
pronounce,wymawiać
ng,ng
bridges,mosty
ape,małpa
julius,Julius
bruises,siniaki
convict,skazać
prettier,ładniejszy
elections,wybory
18th,18.
annoyed,zirytowany
hometown,Miasto rodzinne
earrings,kolczyki
discreet,dyskretny
poured,wylewane
morphine,morfina
henderson,Henderson
jun,Jun
narrating,opowiadanie
rookie,rekrut
peanuts,orzeszki ziemne
camel,wielbłąd
abe,Abe
chewing,żucie
imagining,Wyobraź sobie
runner,biegacz
hyun,Hyun
tomatoes,pomidory
sponsor,sponsor
fulfilled,spełniony
probe,sonda
karate,karate
grease,smar
dinosaurs,dinozaury
rebellion,bunt
marta,Marta
lone,samotny
nan,nan
underestimate,zbagatelizować
acres,włości
carlton,Carlton
hacked,zhakowany
barber,fryzjer
mining,górnictwo
aged,w wieku
designs,projekty
preferred,preferowane
19th,19.
onions,cebule
stray,zabłąkany
void,próżnia
sixteen,szesnaście
slower,wolniej
hannibal,Hannibal
sabotage,sabotaż
rabbi,rabin
concerning,dotyczący
dixon,Dixon
holt,Holt
mannix,Mannix
noted,odnotowany
peterson,Peterson
dental,dentystyczny
obama,Obama
squirrel,wiewiórka
committing,zobowiązanie się
werewolf,wilkołak
slipping,potknięcie się
mm-mm,MM-MM
matthews,Matthews
explosions,eksplozje
seo,Seo
russ,Russ
whitney,Whitney
ignoring,ignorowanie
infinite,nieskończony
cavalry,kawaleria
lam,chłostać
suzanne,Suzanne
bomber,bombowiec
ruling,rządzący
boiling,wrzenie
needles,igły
semester,semestr
irrelevant,nieistotny
savior,Zbawiciel
veil,welon
tramp,Tramp
roberto,Roberto
deepest,najgłębsze
perfection,doskonałość
shutting,zamykający
iii,iii
tiffany,muślin
mentor,mentor
branches,gałęzie
enthusiasm,entuzjazm
arena,arena
listens,słucha
hardware,sprzęt komputerowy
greatly,bardzo
battalion,batalion
moustache,wąsy
irresponsible,nieodpowiedzialny
audio,audio
ga,Ga
initiative,inicjatywa
sweaty,spocony
noel,kolęda
requests,upraszanie
distraction,roztargnienie
parrot,papuga
steed,rumak
entertaining,rozrywkowy
whipped,biczowany
proving,udowodnienie
assaulted,zaatakowany
piggy,świnka
pause,pauza
surviving,przetrwanie
funding,Finansowanie
dinosaur,dinozaur
acquaintance,znajomy
bedtime,pora snu
rail,kolej
rooster,kogut
cowards,tchórze
hastings,Hastings
container,pojemnik
lori,Lori
secured,zabezpieczone
tossed,podrzucony
stripper,spychacz
s.,S.
steele,Steele
waving,falowanie
clamoring,domaganie się
banker,bankier
bacteria,bakteria
indicates,wskazuje
assassination,zamach
yeah.,Tak.
starring,w roli głównej
drawings,rysunki
cupboard,szafka
sanctuary,sanktuarium
surgical,chirurgiczny
pairs,pary
purely,czysto
temptation,pokusa
elderly,osoby starsze
geoffrey,Geoffrey
vibe,wibracja
profound,głęboki
gong,gong
transformed,przekształcony
crop,przyciąć
21st,21
detailed,szczegółowe
scrap,złom
abigail,Abigail
careless,niedbały
dove,gołąb
sloppy,niechlujny
atlanta,Atlanta
hideous,ohydny
10th,10.
lizard,jaszczurka
separation,separacja
intern,stażysta
tab,patka
psych,psych
ranks,szeregi
parish,parafialny
booty,łup
peasant,chłop
squeal,pisk
oooh,oooh
comb,grzebień
bash,grzmotnąć
restored,przywrócony
platoon,pluton żołnierzy
junkie,Junkie
involves,obejmuje
rupert,Rupert
norm,norma
carrier,przewoźnik
fatty,tłuszczowy
difficulties,trudności
producers,producenci
superb,wspaniały
tha,tha
candidates,kandydaci
summoned,wezwany
15th,15.
refuge,schronienie
righteous,sprawiedliwy
carolina,Karolina
onion,cebula
natasha,Natasha
pickup,ulec poprawie
spells,zaklęcia
wesley,Wesley
carrington,Carrington
armies,Armie
seasons,pory roku
senor,Senor
billie,Billie
specialty,specjalność
thirst,pragnienie
select,wybierać
rendezvous,spotkanie
smiled,uśmiechnął się
colorado,Kolorado
visa,wiza
spice,przyprawa
caller,gość
foods,żywność
rational,racjonalny
scottish,Szkocki
cunning,podstępny
grunt,chrząknięcie
knot,węzeł
hairs,owłosienie
payments,płatności
granddad,dziadunio
massacre,masakra
competitive,konkurencyjny
herb,ziele
mae,Mae
immune,odporny
grenade,granat
regularly,regularnie
stakes,pula
kilos,Kilos
monks,mnisi
70s,70
gail,Gail
guinea,Gwinea
invent,wynaleźć
nursery,żłobek
protein,białko
elbow,łokieć
keller,Keller
clowns,klauni
thirteen,trzynaście
tattoos,Tatuaże
flown,leci
mustard,musztarda
7th,7th
terrace,taras
alter,zmieniać
franz,Franz
transportation,transport
what-,Co-
lens,obiektyw
alaska,Alaska
ha-ha-ha,hahaha
interference,ingerencja
freakin,dziwaczny
wont,przyzwyczajenie
weep,płakać
clive,Clive
mourning,żałoba
crooked,krzywy
trainer,trener
janitor,dozorca
gradually,stopniowo
immigration,imigracja
filth,brud
momma,mama
father-in-law,teść
jackass,osioł
cho,Cho
reminder,przypomnienie
culprit,winowajca
gabrielle,Gabrielle
innit,Inninit
magistrate,sędzia
jasmine,jaśmin
m-,M-
womb,łono
texting,SMS -y
injustice,niesprawiedliwość
figuring,Rozpadwanie
fracture,pęknięcie
insanity,niepoczytalność
peasants,chłopi
blossom,kwitnąć
etc,itp
agony,agonia
sounding,sondaż
oz,Oz
elementary,podstawowy
seized,Zatrzymane
teaches,uczy
lovejoy,Lovejoy
phillips,Phillips
eighteen,osiemnaście
shack,buda
teen,nastolatek
definite,określony
scrub,szorować
ruler,linijka
mold,pleśń
contents,zawartość
bitten,ugryziony
antidote,antidotum
was-,był-
saves,oszczędza
bunk,łóżko
thor,Thor
republican,republikański
graveyard,cmentarz
attempts,próbowanie
poirot,Poirot
aspect,aspekt
relate,odnieść się
lemonade,Lemoniada
flour,mąka
nypd,NYPD
biology,biologia
dusty,zakurzony
felony,przestępstwo
jax,Jax
fundamental,fundamentalny
jai,Jai
successfully,z powodzeniem
potentially,potencjalnie
donnie,Donnie
strangely,Dziwnie
condoms,prezerwatywy
quantum,kwant
utter,zupełny
activated,aktywowany
installed,zainstalowane
interrupted,przerwane
er,ER
discharge,wypisać
devastated,zdewastowany
substitute,zastąpić
splash,pluśnięcie
julio,Julio
exile,wygnanie
aspirin,aspiryna
authentic,autentyczny
12th,12.
summit,szczyt
beck,skinienie
addiction,uzależnienie
lent,pożyczony
drone,warkot
involving,angażowanie
boyfriends,chłopaki
tango,tango
permanently,na stałe
province,województwo
attempting,próba
deceived,oszukane
know,wiedzieć
triangle,trójkąt
skipped,pominąłem
strawberry,truskawka
mirrors,lustra
self-defense,Samoobrona
preston,Preston
overwhelmed,przytłoczony
swift,szybki
creeps,ciarki
token,znak
temporarily,tymczasowo
poisonous,trujący
heidi,Heidi
diagnosis,diagnoza
ninth,dziewiąty
locations,lokalizacje
retrieve,odzyskać
robbers,rabusie
conclusions,Wnioski
joanna,Joanna
disabled,wyłączony
ira,IRA
extension,rozszerzenie
lining,podkład
yuri,Yuri
hip-hop,hip hop
freeman,obywatel
scoop,szufelka
merlin,Merlin
bridget,Bridget
revving,Odwrócenie
transform,przekształcać
shelby,Shelby
hospitality,gościnność
brooks,Brooks
survey,ankieta
hunted,polował
cozy,przytulny
g.,G.
recommendation,rekomendacje
providing,dostarczanie
microphone,mikrofon
skeleton,szkielet
muslims,muzułmanie
toll,myto
reconsider,zrewidować
creaks,skrzypia
extended,rozszerzony
spear,włócznia
overboard,za burtę
ai,ai
clinton,Clinton
petition,Petycja
baggage,bagaż
scumbag,scumbag
tribute,hołd
weddings,Wesela
facilities,udogodnienia
bangs,grzywki
claw,pazur
donation,darowizna
isabelle,Isabelle
traitors,Zdrajcy
mei,Mei
jasper,jaspis
borders,granice
australian,australijski
colby,Colby
boxer,bokser
whilst,podczas
misfortune,nieszczęście
elaborate,wyszukany
sights,osobliwości miasta
maestro,maestro
mysteries,arkana
loosen,poluzować
gifted,utalentowany
i--i,Ja-i
involvement,uwikłanie
affects,ma wpływ
summon,wezwać
sherman,Sherman
churchill,Churchill
theresa,Theresa
solitary,samotny
wilderness,pustynia
baltimore,Baltimore
olympic,olimpijski
undo,Cofnij
mechanism,mechanizm
vietnamese,wietnamski
vanish,znikać
dome,kopuła
biting,szczypiący
ronald,Ronald
texted,SMS -y
sage,szałwia
yummy,pyszny
tactics,taktyka
slack,luźny
snapped,pstryknął
weekly,co tydzień
bushes,Bułki
grandparents,dziadkowie
like-,tak jak-
henri,Henri
obtain,uzyskać
hart,jeleń
flights,loty
adventures,Przygody
hottest,najgorętsze
grown-up,dorosły
eden,eden
mild,łagodny
dom,Dom
fourteen,czternaście
smuggling,przemycanie
blend,mieszanka
chancellor,kanclerz
biscuits,Biszkopty
gorilla,goryl
dynasty,dynastia
acquired,nabyty
businesses,biznes
countless,niezliczony
fritz,Fritz
brent,Brent
gardener,ogrodnik
barracks,koszary
flirt,flirt
cooks,kucharze
distorted,zniekształcony
carved,rzeźbiony
jumps,skoki
superhero,superbohater
forests,Lasy
clapping,klaskanie
psychiatric,psychiatryczny
snuck,Skradać
roughly,mniej więcej
screamed,krzyknął
raja,radża
disappearing,znikający
establishment,ustanowienie
whales,wieloryby
lump,bryła
dwarf,krasnolud
environmental,środowiskowy
mam,mama
pint,pół kwarty
loading,Ładowanie
diplomatic,dyplomatyczny
exclaims,wykrzykuje
context,kontekst
volunteered,zgłoszony
risked,ryzyko
gangs,gangi
boost,zwiększyć
fax,faks
dante,Dante
partial,częściowy
refusing,Odmawianie
gaze,spojrzenie
rene,Rene
nuisance,niedogodność
terrorism,terroryzm
jerome,Jerome
ungrateful,niewdzięczny
donate,podarować
relieve,łagodzić : uśmierzać
13th,13.
grandchildren,wnuki
felicity,szczęście
maureen,Maureen
represented,reprezentowane
co,współ
neutral,neutralny
philippe,Philippe
workin,pracować w
steering,sterowniczy
rm,Rm
presidential,prezydencki
rental,wynajem
challenged,Wyzwanie
julien,Julien
feeds,Karmienie
je,JE
vegetarian,wegetariański
teasing,przekomarzanie się
surprisingly,zaskakująco
iran,Iran
shrine,świątynia
automatically,automatycznie
timer,regulator czasowy
gasoline,benzyna
juliette,Juliette
scouts,Zwiadowcy
millie,Millie
google,Google
dorm,sala sypialna
athlete,sportowiec
shiva,siedmiodniowa żałoba
robber,bandyta
convent,klasztor
balloons,balony
crawford,Crawford
barb,kolec
enters,wchodzi
maps,Mapy
meth,Meth
ifyou,Jeśli ty
fruits,owoce
colored,kolorowy
poppy,MAK
metro,Metro
clarke,Clarke
fernando,Fernando
scully,Scully
resolved,rozwiązany
sessions,sesje
conservative,konserwatywny
rates,stawki
forged,podrobiony
legends,Legendy
arrows,strzałki
charley,Charley
dismiss,odrzucać
authorized,upoważniony
slavery,niewolnictwo
attended,uczęszczany
flows,przepływy
employed,zatrudniony
decorated,ozdobiony
parallel,równoległy
detected,wykryte
grove,gaj
coverage,zasięg
hen,kura
pyramid,piramida
overall,Ogólnie
hum,szum
specially,specjalnie
rebuild,odbudować
exclaiming,wykrzykiwanie
producing,produkcja
sewing,szycie
occasions,okazje
boards,tablice
trumpet,trąbka
yes.,Tak.
shaped,kształt
matched,dopasowany
daughter-in-law,synowa
ammo,amunicja
typing,pisanie na maszynie
macgyver,MacGyver
blades,Ostrza
thailand,Tajlandia
becca,Becca
wo,wo
debris,gruz
luca,Luca
cement,cement
hamlet,mała wioska
nat,Nat
communists,komuniści
showers,prysznice
tougher,trudniejsze
sailors,żeglarze
kitt,Kitt
comedian,komik
harassment,molestowanie
missus,Missus
monitoring,monitorowanie
smashing,druzgocący
shaved,ogolony
inventory,spis
housekeeper,gospodyni domowa
tribes,plemiona
long-term,długoterminowy
vile,podły
gotham,Gotham
imaginary,wyimaginowany
artillery,artyleria
ping,świst
cereal,zboże
zoom,Powiększenie
portion,część
irony,ironia
14th,14.
exceptional,wyjątkowy
slit,szczelina
ss,SS
despise,pogardzać
waltz,walc
humour,humor
crashes,awarie
gu,Gu
stammering,jąkający się
coaches,trenerzy
joo,Joo
await,czekać na
bryan,Bryan
celebrated,słynny
encouraged,zachęcał
devils,diabły
gag,knebel
telescope,teleskop
verse,werset
stalin,Stalin
e-mails,E-mail
iet,IET
babysitter,opiekunka dziecięca
pr,Pr
distinguished,wybitny
licence,licencja
addicted,uzależniony
bauer,Bauer
speeches,przemówienia
wit,dowcip
programmed,zaprogramowane
bliss,rozkosz
donny,Donny
elsa,Elsa
com,com
recorder,rejestrator
hides,ukryć
shameless,bezwstydny
apartments,mieszkanie
tipped,WICED
turf,darń
tang,posmak
tu,tu
discharged,rozładowany
psychologist,psycholog
duh,Duh
delete,usuwać
jock,Jock
wrath,gniew
estimate,oszacować
tutor,korepetytor
jurisdiction,jurysdykcja
impulse,impuls
penguin,pingwin
tubes,rurki
playground,plac zabaw
sew,szyć
nickel,nikiel
claws,pazury
giants,Giants
daring,śmiały
posters,plakaty
peacefully,spokojnie
rag,szmata
caves,jaskinie
nikita,Nikita
stern,rufa
condolences,kondolencje
ohhh,Ohhh
dearly,drogo
humiliation,upokorzenie
worldwide,na całym świecie
cartoon,kreskówka
disrespect,brak szacunku
so-,Więc-
shhh,shhh
underworld,męt
